Vitglobal.com - eRuido DBAMonitor DataLogging File
System started at 	2022-09-29T14:27:26
Datalogging started at 	2022-09-30T14:39:11
LAEq1s,LCEq1s,LASlow,LASMax,Temperature,Humidity,Windspeed,Winddir,DateTime
23.9934,50.2981,24.3853,25.0523,,,-1,-1,2022-09-30T14:44:38
24.2205,48.4788,24.2594,24.422,,,-1,-1,2022-09-30T14:44:39
24.1089,46.9931,24.1799,24.2442,,,-1,-1,2022-09-30T14:44:40
23.5814,47.7413,23.8345,24.1941,,,-1,-1,2022-09-30T14:44:41
23.2303,44.9461,23.4422,23.8384,,,-1,-1,2022-09-30T14:44:42
23.0445,45.1359,23.2188,23.4328,,,-1,-1,2022-09-30T14:44:43
22.864,44.4962,22.9627,23.2081,,,-1,-1,2022-09-30T14:44:44
22.62,44.2088,22.7628,22.952,,,-1,-1,2022-09-30T14:44:45
22.3546,41.6787,22.5351,22.7666,,,-1,-1,2022-09-30T14:44:46
22.4816,40.3769,22.505,22.5469,,,-1,-1,2022-09-30T14:44:47
22.5508,42.5568,22.5376,22.5532,,,-1,-1,2022-09-30T14:44:48
22.3634,40.4778,22.4275,22.5395,,,-1,-1,2022-09-30T14:44:49
22.4442,41.2441,22.4626,22.4664,,,-1,-1,2022-09-30T14:44:50
22.5131,40.1603,22.4913,22.5183,,,-1,-1,2022-09-30T14:44:51
22.3692,41.4946,22.4467,22.5012,,,-1,-1,2022-09-30T14:44:52
22.4015,39.4448,22.4009,22.4889,,,-1,-1,2022-09-30T14:44:53
22.3179,41.013,22.3689,22.3943,,,-1,-1,2022-09-30T14:44:54
22.436,39.7815,22.4246,22.4306,,,-1,-1,2022-09-30T14:44:55
22.501,41.0221,22.4717,22.4965,,,-1,-1,2022-09-30T14:44:56
22.6635,41.3326,22.6053,22.6053,,,-1,-1,2022-09-30T14:44:57
22.8263,40.7348,22.7744,22.7744,,,-1,-1,2022-09-30T14:44:58
23.2949,42.8508,23.11,23.11,,,-1,-1,2022-09-30T14:44:59
23.7101,45.9269,23.501,23.5089,,,-1,-1,2022-09-30T14:45:00
23.5589,44.0365,23.5465,23.5775,,,-1,-1,2022-09-30T14:45:01
23.9148,46.2322,23.7431,23.7837,,,-1,-1,2022-09-30T14:45:02
23.4375,43.6158,23.5404,23.7354,,,-1,-1,2022-09-30T14:45:03
22.8054,42.3027,23.0922,23.516,,,-1,-1,2022-09-30T14:45:04
22.6181,41.5583,22.7811,23.0966,,,-1,-1,2022-09-30T14:45:05
22.5831,40.5321,22.6253,22.8292,,,-1,-1,2022-09-30T14:45:06
22.6031,40.9945,22.5928,22.6937,,,-1,-1,2022-09-30T14:45:07
22.5551,38.7589,22.553,22.6534,,,-1,-1,2022-09-30T14:45:08
22.3401,39.6097,22.4409,22.5457,,,-1,-1,2022-09-30T14:45:09
22.4269,38.7595,22.4265,22.4701,,,-1,-1,2022-09-30T14:45:10
22.5585,41.484,22.5369,22.5466,,,-1,-1,2022-09-30T14:45:11
22.6348,40.9957,22.5847,22.615,,,-1,-1,2022-09-30T14:45:12
22.7739,41.7376,22.6835,22.724,,,-1,-1,2022-09-30T14:45:13
22.8291,41.9848,22.8256,22.8256,,,-1,-1,2022-09-30T14:45:14
23.2689,44.0818,23.1725,23.1725,,,-1,-1,2022-09-30T14:45:15
23.4084,45.994,23.3203,23.346,,,-1,-1,2022-09-30T14:45:16
23.8231,47.1809,23.5997,23.6876,,,-1,-1,2022-09-30T14:45:17
23.3612,43.1591,23.4559,23.5967,,,-1,-1,2022-09-30T14:45:18
23.0171,42.116,23.156,23.4407,,,-1,-1,2022-09-30T14:45:19
22.8249,43.2288,22.9462,23.1572,,,-1,-1,2022-09-30T14:45:20
22.5459,42.8759,22.7086,22.9278,,,-1,-1,2022-09-30T14:45:21
22.7479,43.3425,22.7492,22.7492,,,-1,-1,2022-09-30T14:45:22
23.4207,46.3056,23.1853,23.1952,,,-1,-1,2022-09-30T14:45:23
23.8556,48.1821,23.6057,23.6112,,,-1,-1,2022-09-30T14:45:24
26.487,53.1383,25.5343,25.8798,,,-1,-1,2022-09-30T14:45:25
23.3171,47.2838,24.3067,25.4993,,,-1,-1,2022-09-30T14:45:26
22.8254,46.4395,23.4648,24.2774,,,-1,-1,2022-09-30T14:45:27
22.7709,44.9069,23.0189,23.4497,,,-1,-1,2022-09-30T14:45:28
26.4384,53.2849,26.2563,26.2563,,,-1,-1,2022-09-30T14:45:29
24.3944,50.1483,24.9308,26.8109,,,-1,-1,2022-09-30T14:45:30
23.0657,51.4898,23.9252,24.8887,,,-1,-1,2022-09-30T14:45:31
25.031,55.4026,24.6948,24.6948,,,-1,-1,2022-09-30T14:45:32
25.9216,60.299,25.6025,25.611,,,-1,-1,2022-09-30T14:45:33
25.7467,58.1711,25.6109,25.9002,,,-1,-1,2022-09-30T14:45:34
24.1459,53.1506,24.8099,25.5762,,,-1,-1,2022-09-30T14:45:35
25.0083,54.6978,24.9116,25.0077,,,-1,-1,2022-09-30T14:45:36
25.0555,53.9943,25.0111,25.0816,,,-1,-1,2022-09-30T14:45:37
25.4683,53.1057,25.208,25.4331,,,-1,-1,2022-09-30T14:45:38
24.7406,50.3837,24.889,25.1991,,,-1,-1,2022-09-30T14:45:39
24.039,48.4405,24.3879,24.8622,,,-1,-1,2022-09-30T14:45:40
24.1285,49.3343,24.2366,24.3941,,,-1,-1,2022-09-30T14:45:41
24.4278,47.7289,24.3274,24.3916,,,-1,-1,2022-09-30T14:45:42
24.4146,47.8263,24.449,24.449,,,-1,-1,2022-09-30T14:45:43
24.6293,48.0508,24.4573,24.7569,,,-1,-1,2022-09-30T14:45:44
23.946,46.7171,24.1589,24.4283,,,-1,-1,2022-09-30T14:45:45
24.3357,46.482,24.2691,24.3648,,,-1,-1,2022-09-30T14:45:46
23.5619,43.5815,23.8253,24.3229,,,-1,-1,2022-09-30T14:45:47
23.4008,45.642,23.6056,23.8252,,,-1,-1,2022-09-30T14:45:48
22.9323,45.1063,23.1902,23.614,,,-1,-1,2022-09-30T14:45:49
22.5823,42.2923,22.8389,23.1764,,,-1,-1,2022-09-30T14:45:50
22.5903,43.3045,22.6761,22.8452,,,-1,-1,2022-09-30T14:45:51
22.524,43.7054,22.577,22.7113,,,-1,-1,2022-09-30T14:45:52
23.0362,41.5576,22.8396,22.9289,,,-1,-1,2022-09-30T14:45:53
22.7827,43.5248,22.7723,22.901,,,-1,-1,2022-09-30T14:45:54
22.5418,42.0439,22.6419,22.7631,,,-1,-1,2022-09-30T14:45:55
22.9189,45.4439,22.8523,22.8523,,,-1,-1,2022-09-30T14:45:56
23.7032,44.317,23.4219,23.4291,,,-1,-1,2022-09-30T14:45:57
24.3929,45.4798,24.0123,24.0299,,,-1,-1,2022-09-30T14:45:58
25.487,51.2004,25.0423,25.0423,,,-1,-1,2022-09-30T14:45:59
27.8114,52.0139,26.9262,26.9262,,,-1,-1,2022-09-30T14:46:00
27.3508,50.7356,27.15,27.26,,,-1,-1,2022-09-30T14:46:01
26.3495,50.4653,26.5555,27.2944,,,-1,-1,2022-09-30T14:46:02
25.8723,50.8576,26.0283,26.6629,,,-1,-1,2022-09-30T14:46:03
26.8184,53.8613,26.6849,26.6849,,,-1,-1,2022-09-30T14:46:04
25.5092,52.0226,25.9277,26.7657,,,-1,-1,2022-09-30T14:46:05
24.516,47.2594,25.0703,25.9256,,,-1,-1,2022-09-30T14:46:06
23.0835,45.3621,23.9511,25.0625,,,-1,-1,2022-09-30T14:46:07
23.1105,46.3179,23.4308,23.9584,,,-1,-1,2022-09-30T14:46:08
23.2088,49.521,23.3458,23.418,,,-1,-1,2022-09-30T14:46:09
23.7621,50.7887,23.6643,23.678,,,-1,-1,2022-09-30T14:46:10
24.1325,53.5954,23.9105,23.9725,,,-1,-1,2022-09-30T14:46:11
25.1934,51.1099,24.83,24.8358,,,-1,-1,2022-09-30T14:46:12
26.2523,56.4275,25.8333,25.8333,,,-1,-1,2022-09-30T14:46:13
26.7819,57.1391,26.45,26.543,,,-1,-1,2022-09-30T14:46:14
25.2086,51.2502,25.7403,26.4337,,,-1,-1,2022-09-30T14:46:15
25.2615,51.6241,25.4832,25.7296,,,-1,-1,2022-09-30T14:46:16
23.7053,47.8973,24.4207,25.4653,,,-1,-1,2022-09-30T14:46:17
22.9712,47.1814,23.5572,24.3922,,,-1,-1,2022-09-30T14:46:18
22.729,44.218,23.059,23.549,,,-1,-1,2022-09-30T14:46:19
22.4556,42.3775,22.6891,23.0348,,,-1,-1,2022-09-30T14:46:20
22.4643,42.9425,22.5663,22.6737,,,-1,-1,2022-09-30T14:46:21
22.643,40.274,22.6246,22.6351,,,-1,-1,2022-09-30T14:46:22
23.0804,42.1697,22.93,22.93,,,-1,-1,2022-09-30T14:46:23
23.742,46.3132,23.5055,23.5055,,,-1,-1,2022-09-30T14:46:24
24.0775,45.9066,23.9305,23.9425,,,-1,-1,2022-09-30T14:46:25
25.1486,47.8811,24.7988,24.7988,,,-1,-1,2022-09-30T14:46:26
26.7167,51.5328,26.088,26.1132,,,-1,-1,2022-09-30T14:46:27
25.6908,48.9277,25.743,26.2639,,,-1,-1,2022-09-30T14:46:28
24.9923,47.5307,25.3196,25.724,,,-1,-1,2022-09-30T14:46:29
24.6396,47.5966,24.8906,25.3054,,,-1,-1,2022-09-30T14:46:30
24.4035,48.5614,24.6496,24.8973,,,-1,-1,2022-09-30T14:46:31
25.194,48.9208,24.8803,25.1548,,,-1,-1,2022-09-30T14:46:32
23.762,45.7167,24.2096,24.8587,,,-1,-1,2022-09-30T14:46:33
24.0437,45.5238,24.0663,24.2708,,,-1,-1,2022-09-30T14:46:34
23.905,43.6116,23.9804,24.0939,,,-1,-1,2022-09-30T14:46:35
24.4941,45.2911,24.3073,24.3164,,,-1,-1,2022-09-30T14:46:36
25.1584,48.9999,24.8248,24.9082,,,-1,-1,2022-09-30T14:46:37
24.2106,45.3458,24.4329,24.8407,,,-1,-1,2022-09-30T14:46:38
24.0724,45.7405,24.2271,24.4067,,,-1,-1,2022-09-30T14:46:39
24.2589,47.3496,24.2637,24.3137,,,-1,-1,2022-09-30T14:46:40
23.861,45.282,23.9834,24.2689,,,-1,-1,2022-09-30T14:46:41
22.8918,39.6701,23.3108,23.97,,,-1,-1,2022-09-30T14:46:42
22.6209,41.7203,22.8977,23.3002,,,-1,-1,2022-09-30T14:46:43
22.3902,43.0482,22.5896,22.8994,,,-1,-1,2022-09-30T14:46:44
22.3856,42.0476,22.4455,22.5883,,,-1,-1,2022-09-30T14:46:45
22.21,38.3981,22.3215,22.4372,,,-1,-1,2022-09-30T14:46:46
22.4866,40.1555,22.4111,22.4381,,,-1,-1,2022-09-30T14:46:47
22.2957,40.2218,22.3445,22.426,,,-1,-1,2022-09-30T14:46:48
22.3807,40.0314,22.3804,22.3911,,,-1,-1,2022-09-30T14:46:49
22.3318,40.9837,22.3607,22.3734,,,-1,-1,2022-09-30T14:46:50
22.558,41.9268,22.4596,22.5306,,,-1,-1,2022-09-30T14:46:51
22.266,41.2746,22.3297,22.4512,,,-1,-1,2022-09-30T14:46:52
22.4218,39.7623,22.3923,22.4181,,,-1,-1,2022-09-30T14:46:53
22.4879,39.0661,22.4597,22.4681,,,-1,-1,2022-09-30T14:46:54
22.7151,42.8818,22.6235,22.6346,,,-1,-1,2022-09-30T14:46:55
22.9891,41.4916,22.8883,22.8883,,,-1,-1,2022-09-30T14:46:56
23.2669,42.1156,23.1712,23.1712,,,-1,-1,2022-09-30T14:46:57
23.7234,46.2244,23.468,23.5408,,,-1,-1,2022-09-30T14:46:58
23.7071,46.3803,23.6544,23.6544,,,-1,-1,2022-09-30T14:46:59
23.5709,45.0674,23.5681,23.7392,,,-1,-1,2022-09-30T14:47:00
23.2245,42.9313,23.3361,23.5618,,,-1,-1,2022-09-30T14:47:01
22.7805,41.4326,23,23.3312,,,-1,-1,2022-09-30T14:47:02
22.9697,44.5508,22.9756,23.0546,,,-1,-1,2022-09-30T14:47:03
22.9494,45.4182,22.9651,23.054,,,-1,-1,2022-09-30T14:47:04
23.1064,49.8753,23.0686,23.0854,,,-1,-1,2022-09-30T14:47:05
22.7444,44.4845,22.8701,23.0829,,,-1,-1,2022-09-30T14:47:06
22.8707,45.9537,22.8677,22.9203,,,-1,-1,2022-09-30T14:47:07
25.0361,50.932,24.3381,24.4135,,,-1,-1,2022-09-30T14:47:08
24.8809,53.1554,24.72,24.7929,,,-1,-1,2022-09-30T14:47:09
24.8241,49.8574,24.8133,24.8661,,,-1,-1,2022-09-30T14:47:10
27.551,55.7166,26.8585,26.8585,,,-1,-1,2022-09-30T14:47:11
27.7927,59.6612,27.5242,27.5554,,,-1,-1,2022-09-30T14:47:12
28.7284,58.4321,28.3387,28.3387,,,-1,-1,2022-09-30T14:47:13
31.0668,61.2665,29.969,30.31,,,-1,-1,2022-09-30T14:47:14
28.9514,57.4583,29.2235,30.0158,,,-1,-1,2022-09-30T14:47:15
25.3502,53.0387,27.3043,29.1806,,,-1,-1,2022-09-30T14:47:16
24.6532,51.1136,25.8435,27.2734,,,-1,-1,2022-09-30T14:47:17
24.0834,49.1015,24.8866,25.8084,,,-1,-1,2022-09-30T14:47:18
24.1125,46.6133,24.4318,24.8551,,,-1,-1,2022-09-30T14:47:19
24.3863,48.4644,24.3955,24.5161,,,-1,-1,2022-09-30T14:47:20
25.3717,47.7824,25.195,25.195,,,-1,-1,2022-09-30T14:47:21
27.5333,51.0401,26.7704,26.797,,,-1,-1,2022-09-30T14:47:22
25.5646,50.9335,26.0426,26.802,,,-1,-1,2022-09-30T14:47:23
26.0459,48.6471,25.9967,26.2935,,,-1,-1,2022-09-30T14:47:24
25.7208,48.6014,25.8508,26.0375,,,-1,-1,2022-09-30T14:47:25
25.0088,48.2294,25.3323,25.8582,,,-1,-1,2022-09-30T14:47:26
25.2616,48.4038,25.2359,25.4938,,,-1,-1,2022-09-30T14:47:27
24.8231,49.3631,25.0277,25.2132,,,-1,-1,2022-09-30T14:47:28
25.52,50.2551,25.3636,25.3956,,,-1,-1,2022-09-30T14:47:29
23.8635,46.7658,24.4945,25.3456,,,-1,-1,2022-09-30T14:47:30
23.6156,46.9932,23.9753,24.4847,,,-1,-1,2022-09-30T14:47:31
23.7846,45.0757,23.8917,23.9633,,,-1,-1,2022-09-30T14:47:32
24.3504,48.1119,24.1185,24.2704,,,-1,-1,2022-09-30T14:47:33
23.3712,43.3784,23.6923,24.1085,,,-1,-1,2022-09-30T14:47:34
23.3323,44.3425,23.4426,23.701,,,-1,-1,2022-09-30T14:47:35
23.8781,44.2592,23.7526,23.7541,,,-1,-1,2022-09-30T14:47:36
25.1773,48.5435,24.654,24.654,,,-1,-1,2022-09-30T14:47:37
25.4608,48.0845,25.1488,25.1865,,,-1,-1,2022-09-30T14:47:38
25.7908,49.5218,25.6051,25.6108,,,-1,-1,2022-09-30T14:47:39
24.4312,47.4731,24.7758,25.7317,,,-1,-1,2022-09-30T14:47:40
22.8864,40.6617,23.7077,24.7454,,,-1,-1,2022-09-30T14:47:41
22.7181,39.6676,23.1387,23.6844,,,-1,-1,2022-09-30T14:47:42
22.7186,40.5456,22.8901,23.1296,,,-1,-1,2022-09-30T14:47:43
22.9747,42.613,22.9536,22.9954,,,-1,-1,2022-09-30T14:47:44
23,42.5295,22.9993,23.015,,,-1,-1,2022-09-30T14:47:45
23.1604,41.7136,23.1448,23.1448,,,-1,-1,2022-09-30T14:47:46
24.365,45.261,23.9951,23.9951,,,-1,-1,2022-09-30T14:47:47
25.9871,47.4147,25.459,25.459,,,-1,-1,2022-09-30T14:47:48
24.9379,48.7833,25.0582,25.5729,,,-1,-1,2022-09-30T14:47:49
24.9381,48.3446,24.9459,25.0971,,,-1,-1,2022-09-30T14:47:50
24.2572,46.9694,24.5413,24.9493,,,-1,-1,2022-09-30T14:47:51
25.4261,48.384,25.2105,25.2105,,,-1,-1,2022-09-30T14:47:52
25.9438,47.2586,25.6294,25.7306,,,-1,-1,2022-09-30T14:47:53
23.8742,43.852,24.611,25.6093,,,-1,-1,2022-09-30T14:47:54
23.5961,44.0669,23.9316,24.5866,,,-1,-1,2022-09-30T14:47:55
23.0908,40.6709,23.4163,23.9306,,,-1,-1,2022-09-30T14:47:56
22.8045,42.1865,23.0263,23.4068,,,-1,-1,2022-09-30T14:47:57
22.6518,40.339,22.8093,23.0205,,,-1,-1,2022-09-30T14:47:58
22.5321,39.4401,22.6366,22.8093,,,-1,-1,2022-09-30T14:47:59
22.4783,39.6878,22.5317,22.6388,,,-1,-1,2022-09-30T14:48:00
22.518,38.4769,22.5277,22.5487,,,-1,-1,2022-09-30T14:48:01
22.4223,39.1788,22.4541,22.5349,,,-1,-1,2022-09-30T14:48:02
22.4801,42.0741,22.4619,22.4918,,,-1,-1,2022-09-30T14:48:03
22.331,39.8601,22.3798,22.4699,,,-1,-1,2022-09-30T14:48:04
22.4205,41.4097,22.4165,22.4279,,,-1,-1,2022-09-30T14:48:05
22.4424,40.1551,22.4234,22.4885,,,-1,-1,2022-09-30T14:48:06
22.3218,40.5683,22.3571,22.4409,,,-1,-1,2022-09-30T14:48:07
22.53,39.6949,22.4828,22.4828,,,-1,-1,2022-09-30T14:48:08
22.2086,39.7024,22.3235,22.4806,,,-1,-1,2022-09-30T14:48:09
22.2265,37.8974,22.2767,22.3217,,,-1,-1,2022-09-30T14:48:10
22.4663,38.6473,22.3978,22.4214,,,-1,-1,2022-09-30T14:48:11
22.3334,38.4021,22.3604,22.4092,,,-1,-1,2022-09-30T14:48:12
22.2777,39.5351,22.3219,22.3801,,,-1,-1,2022-09-30T14:48:13
22.3482,39.7182,22.3326,22.3617,,,-1,-1,2022-09-30T14:48:14
22.5983,40.8435,22.5208,22.5229,,,-1,-1,2022-09-30T14:48:15
24.033,50.2568,23.3612,23.4618,,,-1,-1,2022-09-30T14:48:16
22.8626,41.3069,23.071,23.3455,,,-1,-1,2022-09-30T14:48:17
23.2355,42.7468,23.1815,23.2016,,,-1,-1,2022-09-30T14:48:18
23.6046,45.3647,23.4773,23.4773,,,-1,-1,2022-09-30T14:48:19
23.9716,48.0451,23.8192,23.8192,,,-1,-1,2022-09-30T14:48:20
24.1914,46.4496,24.0918,24.1054,,,-1,-1,2022-09-30T14:48:21
24.8085,46.7553,24.5675,24.5958,,,-1,-1,2022-09-30T14:48:22
24.6417,45.3804,24.5804,24.7946,,,-1,-1,2022-09-30T14:48:23
25.426,48.6723,25.2582,25.2701,,,-1,-1,2022-09-30T14:48:24
27.5654,51.2462,27.0113,27.0113,,,-1,-1,2022-09-30T14:48:25
27.2287,49.8905,27.238,27.238,,,-1,-1,2022-09-30T14:48:26
27.4258,50.5308,27.1949,27.7585,,,-1,-1,2022-09-30T14:48:27
25.6816,48.2901,26.3003,27.1739,,,-1,-1,2022-09-30T14:48:28
24.5034,47.0159,25.3436,26.2675,,,-1,-1,2022-09-30T14:48:29
24.6793,46.4471,24.9103,25.3984,,,-1,-1,2022-09-30T14:48:30
23.7162,44.1673,24.1635,24.9333,,,-1,-1,2022-09-30T14:48:31
23.2309,43.4147,23.6245,24.1608,,,-1,-1,2022-09-30T14:48:32
24.4032,44.7276,24.1298,24.1347,,,-1,-1,2022-09-30T14:48:33
25.8383,47.2207,25.4367,25.4367,,,-1,-1,2022-09-30T14:48:34
24.9613,46.6724,25.1196,25.5263,,,-1,-1,2022-09-30T14:48:35
24.898,50.6113,24.9367,25.1984,,,-1,-1,2022-09-30T14:48:36
26.4788,50.1262,26.3001,26.3001,,,-1,-1,2022-09-30T14:48:37
29.1108,56.4583,28.3165,28.3165,,,-1,-1,2022-09-30T14:48:38
29.3378,59.1989,28.9059,28.9557,,,-1,-1,2022-09-30T14:48:39
27.6614,55.5627,28.2533,28.8971,,,-1,-1,2022-09-30T14:48:40
28.2912,55.7127,28.345,28.345,,,-1,-1,2022-09-30T14:48:41
25.542,55.1067,26.7082,28.3234,,,-1,-1,2022-09-30T14:48:42
23.4945,44.0614,25.0158,26.6713,,,-1,-1,2022-09-30T14:48:43
23.1468,43.682,23.9696,24.9797,,,-1,-1,2022-09-30T14:48:44
22.6836,43.4581,23.2298,23.9711,,,-1,-1,2022-09-30T14:48:45
22.5684,42.1412,22.8154,23.2386,,,-1,-1,2022-09-30T14:48:46
22.651,43.3717,22.6926,22.8494,,,-1,-1,2022-09-30T14:48:47
22.9243,41.5937,22.7937,22.8789,,,-1,-1,2022-09-30T14:48:48
22.545,39.8278,22.6145,22.8132,,,-1,-1,2022-09-30T14:48:49
22.3967,39.1457,22.4643,22.6209,,,-1,-1,2022-09-30T14:48:50
22.2732,39.6353,22.3323,22.475,,,-1,-1,2022-09-30T14:48:51
22.4332,39.4062,22.3788,22.4255,,,-1,-1,2022-09-30T14:48:52
22.3478,39.5323,22.3729,22.3876,,,-1,-1,2022-09-30T14:48:53
22.4216,39.0526,22.4103,22.4103,,,-1,-1,2022-09-30T14:48:54
22.4406,39.1469,22.4349,22.4559,,,-1,-1,2022-09-30T14:48:55
22.3085,38.5666,22.3612,22.441,,,-1,-1,2022-09-30T14:48:56
22.4234,38.8667,22.4128,22.4128,,,-1,-1,2022-09-30T14:48:57
22.4223,37.0722,22.4114,22.4464,,,-1,-1,2022-09-30T14:48:58
22.4976,40.5647,22.4511,22.4793,,,-1,-1,2022-09-30T14:48:59
22.5219,38.7648,22.5116,22.5185,,,-1,-1,2022-09-30T14:49:00
22.4628,39.1105,22.471,22.5452,,,-1,-1,2022-09-30T14:49:01
22.3873,38.9059,22.3974,22.5327,,,-1,-1,2022-09-30T14:49:02
22.3186,38.3741,22.3484,22.4147,,,-1,-1,2022-09-30T14:49:03
22.4897,40.2438,22.453,22.453,,,-1,-1,2022-09-30T14:49:04
22.6238,40.5414,22.5941,22.6061,,,-1,-1,2022-09-30T14:49:05
22.9673,40.9405,22.8345,22.8345,,,-1,-1,2022-09-30T14:49:06
23.2841,43.2573,23.1321,23.1321,,,-1,-1,2022-09-30T14:49:07
23.3639,43.1338,23.2977,23.311,,,-1,-1,2022-09-30T14:49:08
23.7335,46.3446,23.6111,23.6246,,,-1,-1,2022-09-30T14:49:09
24.3617,47.3307,24.0809,24.0809,,,-1,-1,2022-09-30T14:49:10
24.2522,45.584,24.24,24.2538,,,-1,-1,2022-09-30T14:49:11
24.5873,48.195,24.3822,24.6058,,,-1,-1,2022-09-30T14:49:12
23.8567,44.8719,24.0085,24.3801,,,-1,-1,2022-09-30T14:49:13
23.0926,42.1884,23.4524,24.0005,,,-1,-1,2022-09-30T14:49:14
23.0498,42.2849,23.2086,23.4449,,,-1,-1,2022-09-30T14:49:15
23.3877,43.5926,23.2954,23.3878,,,-1,-1,2022-09-30T14:49:16
23.4307,43.5366,23.4301,23.4306,,,-1,-1,2022-09-30T14:49:17
24.1318,47.7117,23.8865,23.9171,,,-1,-1,2022-09-30T14:49:18
25.4301,50.8781,24.9122,24.9122,,,-1,-1,2022-09-30T14:49:19
24.4237,49.5617,24.567,24.994,,,-1,-1,2022-09-30T14:49:20
23.8728,46.1373,24.1603,24.5491,,,-1,-1,2022-09-30T14:49:21
23.5143,45.0125,23.7796,24.14,,,-1,-1,2022-09-30T14:49:22
24.7595,49.1765,24.5038,24.5049,,,-1,-1,2022-09-30T14:49:23
26.2924,52.229,25.5691,25.6717,,,-1,-1,2022-09-30T14:49:24
24.5627,46.3524,24.9506,25.5447,,,-1,-1,2022-09-30T14:49:25
24.5562,48.1489,24.72,24.9333,,,-1,-1,2022-09-30T14:49:26
24.7922,49.8369,24.7899,24.8207,,,-1,-1,2022-09-30T14:49:27
25.6751,48.347,25.3624,25.3635,,,-1,-1,2022-09-30T14:49:28
25.8921,49.3153,25.6282,25.7061,,,-1,-1,2022-09-30T14:49:29
25.4853,49.7517,25.5299,25.7088,,,-1,-1,2022-09-30T14:49:30
25.3696,47.7668,25.4753,25.5124,,,-1,-1,2022-09-30T14:49:31
25.4273,50.1241,25.4906,25.5113,,,-1,-1,2022-09-30T14:49:32
26.2672,49.1837,25.8397,26.146,,,-1,-1,2022-09-30T14:49:33
24.9254,47.5616,25.2621,25.8241,,,-1,-1,2022-09-30T14:49:34
24.7441,49.4261,24.8868,25.3056,,,-1,-1,2022-09-30T14:49:35
24.0784,46.2344,24.4135,24.8549,,,-1,-1,2022-09-30T14:49:36
23.2936,45.1777,23.7631,24.3871,,,-1,-1,2022-09-30T14:49:37
23.1492,43.3997,23.3564,23.7755,,,-1,-1,2022-09-30T14:49:38
22.827,41.4927,23.0283,23.3528,,,-1,-1,2022-09-30T14:49:39
22.6983,43.4919,22.8237,23.0339,,,-1,-1,2022-09-30T14:49:40
23.0231,42.9663,22.9505,22.972,,,-1,-1,2022-09-30T14:49:41
23.3981,43.1626,23.2575,23.271,,,-1,-1,2022-09-30T14:49:42
24.313,45.796,23.9013,23.9806,,,-1,-1,2022-09-30T14:49:43
23.0671,43.1877,23.4145,23.894,,,-1,-1,2022-09-30T14:49:44
22.9,46.0325,23.0815,23.3939,,,-1,-1,2022-09-30T14:49:45
22.6535,43.2069,22.8227,23.105,,,-1,-1,2022-09-30T14:49:46
22.6977,43.8268,22.7695,22.8201,,,-1,-1,2022-09-30T14:49:47
23.0346,47.5039,22.9021,22.9863,,,-1,-1,2022-09-30T14:49:48
23.3261,49.6757,23.171,23.1927,,,-1,-1,2022-09-30T14:49:49
23.6496,49.7649,23.5114,23.5114,,,-1,-1,2022-09-30T14:49:50
25.1319,50.1163,24.5758,24.5758,,,-1,-1,2022-09-30T14:49:51
25.4137,54.0479,25.1698,25.1698,,,-1,-1,2022-09-30T14:49:52
27.1279,59.5541,26.5127,26.5127,,,-1,-1,2022-09-30T14:49:53
27.8539,58.8818,27.3727,27.3727,,,-1,-1,2022-09-30T14:49:54
27.0227,55.813,27.0418,27.6938,,,-1,-1,2022-09-30T14:49:55
25.4916,51.663,26.1274,27.0299,,,-1,-1,2022-09-30T14:49:56
26.3181,50.8598,26.2789,26.3071,,,-1,-1,2022-09-30T14:49:57
26.0439,49.6459,26.1247,26.428,,,-1,-1,2022-09-30T14:49:58
25.2412,48.1045,25.6214,26.0951,,,-1,-1,2022-09-30T14:49:59
25.9723,48.7214,25.7742,25.9499,,,-1,-1,2022-09-30T14:50:00
24.478,46.5373,25.003,25.758,,,-1,-1,2022-09-30T14:50:01
25.3203,51.0782,25.2637,25.2757,,,-1,-1,2022-09-30T14:50:02
25.0856,48.5007,25.1417,25.3182,,,-1,-1,2022-09-30T14:50:03
25.8511,49.4968,25.6673,25.6771,,,-1,-1,2022-09-30T14:50:04
25.6205,52.6633,25.691,25.7124,,,-1,-1,2022-09-30T14:50:05
26.0626,54.4379,25.8666,25.9902,,,-1,-1,2022-09-30T14:50:06
26.5968,54.1908,26.2675,26.3163,,,-1,-1,2022-09-30T14:50:07
26.2261,55.6692,26.2377,26.4265,,,-1,-1,2022-09-30T14:50:08
24.5851,52.8631,25.2863,26.2196,,,-1,-1,2022-09-30T14:50:09
23.8211,50.3773,24.3685,25.2794,,,-1,-1,2022-09-30T14:50:10
23.3055,46.556,23.7341,24.3396,,,-1,-1,2022-09-30T14:50:11
22.9783,46.4741,23.2953,23.7329,,,-1,-1,2022-09-30T14:50:12
23.4967,46.6982,23.4842,23.4842,,,-1,-1,2022-09-30T14:50:13
24.1871,47.0554,23.9225,23.9296,,,-1,-1,2022-09-30T14:50:14
24.3704,47.0094,24.1381,24.2554,,,-1,-1,2022-09-30T14:50:15
24.381,45.9878,24.3414,24.3414,,,-1,-1,2022-09-30T14:50:16
25.0505,46.4375,24.8152,24.8439,,,-1,-1,2022-09-30T14:50:17
23.901,45.4907,24.2387,24.8051,,,-1,-1,2022-09-30T14:50:18
23.7191,45.366,23.8537,24.3081,,,-1,-1,2022-09-30T14:50:19
